Potencia_MW,Custo_Real
182.18737264050853,17569.690108360817
173.8775914251336,16479.338845469156
87.99445212234136,6828.271848202687
98.81639233763727,7881.919419183408
111.06495305862254,9130.981943100158
82.95024530964447,6353.163357964707
159.8602001405485,14702.668726228156
179.89663763930315,17266.358305143538
102.32942358802757,8234.027601653248
67.41125597883477,4953.530845258884
111.59372881413034,9186.255790976153
153.9006267930214,13971.118193038255
30.676682092644715,2028.8126904013207
179.3548818715812,17194.92764252864
126.83797625236177,10827.853019100643
97.87692757580398,7788.594244884073
139.58637467068553,12272.053678982133
128.80254976895145,11046.17235153373
187.90338158005477,18335.73905664722
70.51337578889517,5225.2297803629
164.71535360286467,15309.150758675229
179.21589587415394,17176.621219244356
84.94796793589798,6540.109527441548
105.38113658152433,8543.904984334236
172.66486261835925,16322.52271370493
84.23288638391074,6473.009012747608
39.26917645251966,2664.5642310030044
98.19126070001325,7819.780377572388
123.85481136733925,10499.291541808194
79.05603220682012,5993.333178066363
77.71358789747408,5870.695622628131
36.36150222340422,2446.121902192779
190.89458167389517,18741.823162924
50.231249110231246,3518.510624048696
181.81880772137944,17520.744231527555
113.53529955900927,9390.17082273135
125.71305836157521,10703.538110218677
127.27860868029401,10876.685366335925
60.54542394790557,4365.875109080658
65.22328780514691,4764.2127227314195
71.34138444320382,5298.40169344683
170.9543606267976,16102.340321071291
138.83856115656897,12185.542882199406
53.54652896170579,3786.2378904717066
31.765222540343533,2107.719225028122
174.37210358473837,16543.452316797648
42.71608307414528,2927.897735088173
120.06594834541076,10087.123291141215
56.29568415032603,4011.581859810216
141.62349065382062,12508.8520602238
93.57604592006109,7365.8580292103425
153.7426833362187,13951.923536057286
105.82963099404702,8589.760018910052
117.72707224491056,9835.557042566312
73.62315767406285,5501.463329623755
171.21878980818306,16136.302185166738
32.07311385538087,2130.123757798897
177.23426827751027,16916.453267023513
100.2848707420586,8028.5033044737975
162.88998950013655,15080.029105879114
132.34119515241116,11443.310096018384
116.01259963106469,9652.540632495424
152.01698769641337,13742.8521714431
108.06464433525493,8819.472131176324
177.84236433032154,16996.123169939056
32.41628292307696,2155.140055094412
171.00644903100263,16109.028063898739
183.9535350298384,17804.992711785104
91.73397916884775,7187.063336960984
178.37337072115494,17065.814119754614
79.83913240673184,6065.2053570958415
142.9476811924686,12663.668783208843
51.72799190921853,3638.8365439451472
50.76374129156931,3561.2159634776344
122.33518170381204,10333.290238729664
36.010498593892365,2419.9811174296865
99.89915578171107,7989.91761208238
193.21476399111972,19059.274844296004
36.63637288458629,2466.627136702867
58.248931716923565,4173.523512247979
170.80444793393525,16083.098762839396
111.57607179082713,9184.40826670399
122.5651652810243,10358.35386493442
43.6153282986827,2997.3790704413364
135.8077241664604,11837.211038642301
36.013945408148814,2420.237577261153
87.077792246024,6741.175915249783
43.71932271952353,3005.435198982181
107.4608891707333,8757.221890516923
38.788767954882566,2628.239781184499
185.98854488590518,18077.660458909588
101.96641012926926,8197.414366686226
64.44495959506368,4697.3281391456985
76.50496563581551,5760.899891536393
64.96154043307605,4741.692773072198
198.3537036603788,19770.060570780603
186.05057819709845,18085.998221320835
170.20177144830498,16005.834887726509
47.975058810765766,3338.824782225233
126.66561198458703,10808.772170961212
93.10206912791035,7319.72320285426
101.03168481629888,8103.381356341924
196.7925928167244,19553.020486509286
56.75284382756062,4049.347686156734
124.52101254113204,10572.357265321674
49.286194223411954,3442.9974416102946
148.4767893881064,13317.678760686405
199.37659696450885,19912.801301300173
81.20382681496625,6191.041906776981
53.66310831944648,3795.732338067718
135.03460749091758,11748.94549350029
72.14848289560078,5369.989690563406
164.57185949332964,15291.090957018225
34.43015817895245,2302.8966491826845
94.91149347725855,7496.327927452251
160.69924697539858,14806.804414215945
174.2631366299688,16529.316355421164
97.54223566504021,7755.431687609262
104.23749912847829,8427.3411926206
70.15604075463285,5193.736456151113
32.61609396011545,2169.7275546499427
124.58543718374696,10579.43246267789
189.1603372917922,18505.94687837645
97.39207366249477,7740.567622205847
150.1150136766004,13513.804286821209
109.64485368751531,8983.090009282247
140.6389079604668,12394.19496409054
118.46610533653208,9914.809942913187
134.39184270240995,11675.744039134455
120.49965834004473,10134.013032416187
125.10902687475868,10636.99533359534
84.8669841304894,6532.500046910312
33.33242749609154,2222.1557943219323
41.26829739177721,2816.712317429866
91.90381574808667,7203.491214696854
152.5712235330682,13809.869062059584
156.15862328182772,14246.62052196482
147.4507703655513,13195.392158211987
134.09061194958144,11641.495159577535
141.32071804851552,12473.552152860535
63.115553418533935,4583.647821777598
45.52627891335197,3146.105149140382
105.14363672895497,8519.655072655389
77.89680198458996,5887.390470960681
45.460253192087535,3140.942115582993
132.95406289356,11512.600341594543
37.58068386761601,2537.3025920484993
65.89242914491774,4821.908192418666
37.51378204636281,2532.283691466171
111.85894161335705,9214.021060573506
186.47170571009565,18142.641748692244
187.31529103354015,18256.32111300838
149.87901388637675,13485.484593893147
128.33166933305517,10993.703630745033
83.7353488090347,6426.442656576224
48.63213041792713,3390.9446468728825
56.274095263050015,4009.8004753179666
146.2803154809346,13056.405068296428
39.09852117708398,2651.6501422720157
198.81444836494802,19834.303877628598
55.56794552400699,3951.636045392221
184.1281877519209,17828.32917007658
50.75079365619545,3560.1762307184727
56.991870156943236,4069.1268622137695
108.29935599588772,8843.711461578068
79.05681618265913,5993.405007947299
141.12795688281403,12451.097455752326
134.32257644170323,11667.865494889636
115.703243563538,9619.642728036959
159.3876480723404,14644.143355946871
125.3683280777509,10665.543221667172
121.76036311009969,10270.738991546647
32.760305423157995,2180.2658476731986
145.69649530944298,12987.283467657486
89.01461075814049,6925.596831173082
187.7418757796164,18313.914931026768
72.40548151966789,5392.839641999068
167.1460570045732,15616.3242947096
91.11273329569038,7127.070031463744
153.9698175009956,13979.529990317711
185.80086306748174,18052.443927373126
126.88097389109066,10832.614740575766
170.60899721783804,16058.025819405537
90.05423846691036,7025.207481185653
184.1162794251941,17826.73763538688
75.0863129466667,5632.769655184955
82.41743322154366,6303.572653058141
137.5854865871913,12041.082419118318
138.8258969659882,12184.079751641526
164.41537263347175,15271.40530964898
30.766960941839653,2035.3388336297164
98.93349385561028,7893.576872632232
102.87092423820144,8288.740865016443
179.72820316859284,17244.13759295777
162.8752025438199,15078.178473367268
45.81682725525471,3168.845967262853
82.27342548366863,6290.188837183473
